,avgtimeall,avgtimealllure,avgtimeallreal,avgtimeneglure,avgtimenegreal,avgtimeneulure,avgtimeneureal,avgtimeposlure,avgtimeposreal,condition,subjid,totalneglure,totalnegreal,totalneulure,totalneureal,totalposlure,totalposreal
333,20.789357142857142,4.569285714285715,37.00942857142857,5.2802,15.969666666666667,2.792,na,na,52.78925,M12,CS104,2,3,0,0,5,4
334,42.64533333333333,39.80725,48.3215,30.7935,81.285,48.821,na,na,15.358,L22,CS70,2,1,0,0,2,1
335,14.761333333333335,19.6215,10.8732,na,13.03375,25.360666666666667,2.231,2.404,na,L11,cs131,3,4,1,1,0,0
336,15.574,8.05825,35.616,7.463333333333333,28.72,10.955,na,4.6055,39.064,L11,cs04,3,1,2,0,3,2
337,15.822857142857144,3.721,17.83983333333333,3.721,22.418,na,na,na,13.261666666666667,L11,cs12,0,3,0,0,1,3
338,26.13725,20.375,31.8995,14.877,35.519,25.873,na,na,24.6605,M21,CS130,3,4,0,0,3,2
339,23.01585714285714,7.635,34.5515,6.793,38.939,na,na,9.319,33.089,L21,cs65,0,1,1,0,2,3
340,20.715,23.449333333333332,19.0744,na,18.82333333333333,23.449333333333332,na,na,19.451,M41,cs126,3,3,0,0,0,2
341,6.2085,4.0975,8.3195,na,1.684,4.0975,na,na,14.955,M11,CS81,2,1,0,0,0,1
342,16.868125,7.137,20.111833333333333,na,28.627,7.137,na,na,15.85425,L22,cs31,2,2,0,0,0,4
343,8.67425,2.477,10.74,2.468,26.1705,2.486,na,na,3.02475,M12,cs39,1,2,0,0,1,4
344,9.727799999999998,11.44275,2.868,4.023,2.868,13.916,na,na,na,L42,cs40,3,1,0,0,1,0
345,11.250875,4.833,13.390166666666666,na,12.911,4.833,na,na,13.62975,M41,cs96,2,2,0,0,0,4
346,36.627,9.186,54.921,6.8435,61.042,11.5285,na,na,42.679,M22,cs79,2,4,0,0,2,2
347,21.7864,4.6955,33.18033333333334,na,47.45,4.6955,na,na,4.641,M21,cs31,2,2,0,0,0,1
348,9.632,7.466,10.869714285714286,6.954,18.500333333333334,7.978,na,na,5.14675,M21,CS106,2,3,0,0,2,4
349,16.243473684210528,6.710363636363636,29.3515,6.3246,36.06825,3.255,3.695,25.916,28.948,M41,CS95,5,4,1,1,5,3
350,13.4956,4.097,15.84525,4.097,21.7985,na,na,na,9.892,M21,cs34,0,2,0,0,1,2
351,8.286222222222223,8.195333333333334,8.468,7.006333333333333,8.468,7.4265,na,13.3,na,L41,cs41,2,3,1,0,3,0
352,17.26036842105263,18.583,15.790777777777777,15.442666666666666,27.5045,22.140833333333333,8.095,6.657,6.001,M32,CS98,6,4,1,1,3,4
353,4.738,6.494,3.86,6.494,4.854,na,na,na,2.866,L21,stefano1,0,1,0,0,1,1
354,16.961583333333333,26.6865,12.099125,31.415,16.6465,25.110333333333333,5.717,na,13.056,M31,cs15,3,4,0,3,1,1
355,9.831,10.629125,9.121555555555554,12.153799999999999,8.073571428571428,8.088,na,na,12.7895,L12,cs64,3,7,0,0,5,2
356,9.3698,12.768666666666666,4.2715,6.5005,na,na,na,25.305,4.2715,M31,cs110,0,0,1,0,2,2
357,17.549,18.792,16.306,18.792,na,na,na,na,16.306,L12,TestRyan,0,0,0,0,1,1
358,4.9496,4.946,4.964,4.946,4.964,na,na,na,na,M41,cs41,0,1,0,0,4,0
359,11.022200000000002,5.4225,14.755333333333335,5.805,9.949,6.184,na,3.517,17.1585,L31,cs47,2,2,1,0,1,4
360,11.237666666666666,8.268,12.7225,6.354,25.583,na,8.612,10.182,8.3475,L12,cs63,0,1,1,1,1,2
361,10.553266666666666,6.6795,13.135777777777777,4.944,29.1565,8.521,3.636,6.030333333333333,15.121666666666666,L42,cs72,2,2,3,4,1,3
362,10.833,10.833,na,na,na,10.833,na,na,na,M12,cs53,1,0,0,0,0,0
363,15.566625,15.1038,16.338,17.2415,16.338,13.2345,na,14.567,na,L12,CS105,2,3,1,0,2,0
364,5.353,na,5.353,na,na,na,na,na,5.353,M42,cs41,0,0,0,0,0,1
365,29.998,17.481,48.7735,27.435,46.15,21.10666666666667,na,7.0655,56.644,M32,cs139,3,3,2,0,1,1
366,17.93381818181818,8.525,25.7745,12.11,50.2625,7.375666666666667,6.567,8.388,15.851666666666667,L32,CS90,3,2,1,1,1,3
367,20.553,15.117333333333335,23.814400000000003,19.941,23.340666666666667,5.47,na,na,24.525,L12,cs44,1,3,0,0,2,2
368,8.948333333333334,6.189666666666667,11.707,7.795,25.182,5.387,na,na,4.9695,M21,cs55,2,1,0,0,1,2
369,8.603,na,8.603,na,na,na,na,na,8.603,L11,CS138,0,0,0,0,0,2
370,16.5525,5.787,27.318,5.787,27.318,na,na,na,na,L22,CS103,0,3,0,0,3,0
371,40.845416666666665,12.3094,61.22828571428572,11.5315,71.26333333333334,5.688,na,27.108,53.702,L41,cs80,2,3,1,0,2,4
372,4.26325,4.2305,4.296,na,na,4.2305,na,na,4.296,M12,cs92,2,0,0,0,0,2
373,26.5575,10.363,42.752,na,na,10.363,na,na,42.752,L12,cs30,1,0,0,0,0,1
374,13.543625,4.653666666666667,18.877599999999997,5.778,20.916,4.0915,10.167,na,21.1945,M31,CS90,2,2,0,1,1,2
375,23.843909090909094,21.944142857142857,27.1685,22.1365,30.78,21.68766666666667,na,na,23.557,M31,cs89,3,2,0,0,4,2
376,7.025,8.412,4.251,6.709,4.251,10.115,na,na,na,L41,cs22,1,1,0,0,1,0
377,34.63925,44.52325,24.75525,na,24.75525,55.47533333333334,na,11.667,na,M22,cs57,3,4,1,0,0,0
378,7.224666666666667,6.222,7.726,na,7.882,6.222,na,na,7.57,L32,cs111,1,1,0,0,0,1
379,35.9791875,35.257666666666665,36.90685714285714,32.4625,32.510666666666665,55.553,25.443,10.405,45.12433333333333,L21,CS130,3,3,2,1,4,3
380,7.4925,4.413714285714286,11.8028,5.729,24.671,2.66,na,na,3.224,L32,cs60,3,2,0,0,4,3
381,9.244,4.0415,12.712333333333333,4.0415,na,na,3.698,na,17.2195,M31,cs59,0,0,0,1,2,2
382,10.816,6.1944,16.593,5.3405,15.444,5.826,na,8.639,17.742,L41,cs117,2,2,1,0,2,2
383,6.679600000000001,4.7615,7.958333333333333,5.322,4.4475,2.828,12.651,5.574,8.734666666666666,M41,cs37,1,2,1,1,2,3
384,13.607875,3.10825,24.1075,2.6875,22.281,3.529,na,na,25.934,L32,cs20,2,2,0,0,2,2
385,31.7765,na,31.7765,na,47.888,na,na,na,15.665,M41,cs78,0,2,0,0,0,2
386,14.6495,15.279333333333334,12.76,na,na,20.2855,na,5.267,12.76,L11,cs53,2,0,1,0,0,1
387,4.8405,4.113833333333333,5.3855,7.075,2.7153333333333336,3.5216,na,na,13.396,M31,cs67,5,6,0,0,1,2
388,18.040200000000002,14.655,18.8865,14.655,17.0535,na,na,na,20.7195,L21,cs120,0,2,0,0,1,2
389,34.74775,28.591,36.8,na,42.194,28.591,na,na,26.012,L32,CS77,1,2,0,0,0,1
390,13.654666666666666,13.445,14.074,17.487,na,9.403,na,na,14.074,L12,cs85,1,0,0,0,1,1
391,15.4455,7.225666666666667,20.3774,8.411,24.84166666666667,4.855,na,na,13.681,L12,cs01,1,3,0,0,2,2
392,13.972,na,13.972,na,21.138,na,na,na,6.806,L22,cs14,0,1,0,0,0,1
393,5.8504,3.61,7.344,4.548,7.9305,2.672,na,na,6.171,M12,CS138,1,2,0,0,1,1
394,10.9116,3.6385,15.760333333333334,4.611,18.653,2.666,na,na,9.975,L41,cs21,1,2,0,0,1,1
395,10.61,11.1923125,10.0276875,12.4625,13.46575,17.326,7.722875,7.490375,11.19925,M11,Stefano9,4,4,8,8,4,4
396,15.074,7.5645,30.093,2.977,na,12.152,na,na,30.093,M41,cs25,1,0,0,0,1,1
397,17.208099999999998,5.43575,25.05633333333333,4.246,21.249,5.832333333333333,na,na,28.863666666666667,M42,cs129,3,3,0,0,1,3
398,24.063,27.237,22.476,na,20.642,27.237,na,na,24.31,M11,cs27,1,1,0,0,0,1
399,49.17944444444444,15.916333333333334,65.811,15.916333333333334,65.00866666666667,na,na,na,66.61333333333333,L21,CS109,0,3,0,0,3,3
400,69.35666666666667,40.12,83.975,na,79.448,40.12,na,na,88.502,M42,cs124,1,1,0,0,0,1
401,13.961,20.635,12.2925,20.635,8.784,na,na,na,13.462,L22,cs55,0,1,0,0,1,3
402,34.8755,11.636,58.115,9.49,65.622,13.782,na,na,50.608,M22,CS76,1,1,0,0,1,1
403,16.91775,12.7546,23.856333333333332,14.901666666666666,4.826,9.534,na,na,33.3715,M21,CS76,2,1,0,0,3,2
404,23.774428571428572,29.66633333333333,19.3555,28.075,24.35333333333333,30.462,4.362,na,na,M11,cs131,2,3,0,1,1,0
405,23.374666666666666,5.4845,32.31975,2.193,28.84166666666667,8.776,na,na,42.754,M11,cs04,1,3,0,0,1,1
406,42.625894736842106,35.76918181818181,52.053875,40.43025,54.7045,43.584199999999996,na,6.9095,49.40325,M11,CS01,5,4,2,0,4,4
407,3.16825,1.525,3.716,na,na,1.525,na,na,3.716,M31,test6,1,0,0,0,0,3
408,5.762111111111111,5.9094,5.578,7.251666666666667,6.227666666666667,3.896,na,na,3.629,L32,CS75,2,3,0,0,3,1
409,14.356333333333334,6.166399999999999,20.206285714285713,6.3455,25.31,6.047,na,na,16.3785,L32,cs33,3,3,0,0,2,4
410,8.177571428571428,6.0215,9.04,na,12.721666666666666,6.0215,na,na,3.5175,M11,cs23,2,3,0,0,0,2
411,9.956375,2.2605,12.521666666666667,2.383,6.83,2.138,na,na,15.3675,M11,cs118,1,2,0,0,1,4
412,11.4945,na,11.4945,na,12.076,na,na,na,9.75,M41,cs21,0,3,0,0,0,1
413,11.89875,8.005,13.196666666666665,na,6.232,8.005,na,na,16.679,M12,CS74,1,1,0,0,0,2
414,10.685818181818181,5.931727272727273,15.43990909090909,na,na,6.4784444444444444,6.406333333333333,3.4715,18.8275,M22,CS94,9,0,2,3,0,8
415,22.8555,9.507,25.5252,na,29.878666666666668,9.507,na,na,18.995,L12,cs04,1,3,0,0,0,2
416,18.968333333333334,5.724600000000001,35.523,7.003,31.4555,na,na,3.807,39.5905,M41,cs86,0,2,2,0,3,2
417,6.5398000000000005,6.9055,6.296,9.821,4.125,6.612666666666667,3.3016666666666663,1.953,9.62725,M11,test999,3,2,1,3,2,4
418,2.096,2.596,1.596,na,na,2.596,na,na,1.596,M42,TEST999,1,0,0,0,0,1
419,12.175600000000001,11.660333333333334,12.9485,11.897,18.763,11.187,na,na,7.134,M21,cs45,1,1,0,0,2,1
420,4.1235,4.187,3.933,6.934,na,2.626,na,3.001,3.933,M11,subj01,1,0,1,0,1,1
421,5.006125,6.3304,2.799,4.328,2.898,6.831,na,na,2.601,M22,cs45,4,2,0,0,1,1
422,4.108444444444444,3.8003333333333336,4.724666666666667,7.632,na,3.406,4.185,2.476,5.804,L31,CS122,3,0,2,2,1,1
423,15.245333333333335,3.774,20.981,3.774,20.981,na,na,na,na,L12,cs27,0,2,0,0,1,0
424,8.877,3.33475,13.310799999999999,2.6508000000000003,16.9365,6.286,2.857,0.852,12.501,M21,cs46,2,4,1,1,5,5
425,7.7732,6.998,8.29,9.951,8.29,4.045,na,na,na,L12,cs133,1,3,0,0,1,0
426,35.761,29.432333333333332,45.254,na,45.254,29.432333333333332,na,na,na,L11,CS01,3,2,0,0,0,0
427,15.646,10.677666666666665,19.37225,9.1625,18.799,13.708,na,na,19.563333333333333,L12,CS74,1,1,0,0,2,3
428,7.753,na,7.753,na,7.753,na,na,na,na,M21,stefano1,0,1,0,0,0,0
429,19.723,24.26025,10.6485,20.2195,0.059,28.301,na,na,21.238,M11,cs51,2,1,0,0,2,1
430,9.801200000000001,6.8448,12.7576,8.344,11.225,4.596,na,na,13.779333333333334,L32,cs110,2,2,0,0,3,3
431,26.884,23.713,30.055,na,30.055,23.713,na,na,na,L32,cs15,1,1,0,0,0,0
432,5.9354,4.807333333333333,7.6275,na,11.284,4.807333333333333,na,na,3.971,M11,cs85,3,1,0,0,0,1
433,9.610473684210527,6.099909090909091,14.4375,2.912,17.2285,14.414666666666665,6.413,3.0983333333333336,13.391,L22,cs46,3,4,3,1,5,3
434,7.111333333333333,7.111333333333333,na,na,na,7.111333333333333,na,na,na,M31,cs19,3,0,0,0,0,0
435,11.226,10.92,11.43,10.92,12.076,na,na,na,11.107,M11,cs61,0,1,0,0,2,2
436,21.849823529411765,10.920625,31.564666666666668,11.3538,15.41175,10.198666666666666,na,na,44.487,L21,cs108,3,4,0,0,5,5
437,17.267125,9.717,26.97442857142857,9.311,33.748666666666665,7.4992,4.005,22.024,27.85666666666667,M41,CS101,5,3,1,1,3,3
438,7.1945,7.594,6.795,na,na,7.594,na,na,6.795,M42,test6,1,0,0,0,0,1
439,9.149076923076924,5.8425,11.983285714285714,7.36425,19.062,2.799,na,na,6.67425,M12,cs13,2,3,0,0,4,4
440,16.335625,9.5655,23.10575,10.133666666666667,22.978,7.861,na,na,23.148333333333333,L12,CS104,1,1,0,0,3,3
441,33.2665,11.137,40.643,na,56.0155,11.137,na,na,9.898,L41,cs84,1,2,0,0,0,1
442,16.6505,13.43425,23.083,17.46,24.924,9.4085,na,na,21.242,L32,cs107,2,1,0,0,2,1
443,2.445,na,2.445,na,2.445,na,na,na,na,M21,TEST999,0,1,0,0,0,0
444,4.714571428571428,4.4078888888888885,5.2666,5.3685,7.0285,3.375,na,4.697,4.092,M12,CS91,4,2,1,0,4,3
445,7.222285714285714,4.524,9.246,4.276,na,4.648,3.578,na,11.135333333333334,M42,cs116,2,0,0,1,1,3
446,19.189625,5.970125,32.409125,4.73225,45.1265,7.208,na,na,19.69175,L22,cs108,4,4,0,0,4,4
447,26.1955,8.9795,34.8035,8.9795,47.1565,na,na,na,22.4505,L21,cs87,0,2,0,0,2,2
448,11.31257142857143,7.7832,20.136,3.9825,22.179,10.317,na,na,18.093,L41,cs126,3,1,0,0,2,1
449,7.532,na,7.532,na,na,na,na,na,7.532,L11,cs61,0,0,0,0,0,1
450,16.7938,5.946,19.50575,na,7.5595,5.946,na,na,31.452,M11,cs03,1,2,0,0,0,2
451,14.083727272727272,7.6645,17.75185714285714,8.1505,19.275,7.1785,na,na,15.721,M12,cs44,2,4,0,0,2,3
452,24.999,0.999,32.999,0.999,21.596,na,na,na,38.7005,M22,ryan,0,1,0,0,1,2
453,15.328727272727273,4.115,24.6735,2.864,27.57925,9.119,na,na,18.862,M41,cs49,1,4,0,0,4,2
454,33.80390909090909,23.01983333333333,46.744800000000005,19.481,50.08733333333333,24.78925,na,na,41.731,L22,cs57,4,3,0,0,2,2
455,15.7983,17.0395,14.970833333333333,12.0685,16.043666666666667,22.0105,na,na,13.898,L12,cs23,2,3,0,0,2,3
456,4.938,4.8655,5.083,8.551,na,1.18,na,na,5.083,L22,teststefano,1,0,0,0,1,1
457,6.956,6.24,7.493,12.925,11.4795,2.8975,na,na,3.5065,L42,test-vinnie,2,2,0,0,1,2
458,13.9365,14.0764,13.83657142857143,9.473,14.683,18.78633333333333,na,4.55,12.708,L31,cs48,3,4,1,0,1,3
459,20.426333333333332,na,20.426333333333332,na,53.411,na,na,na,3.934,L32,cs08,0,1,0,0,0,2
460,11.07925,6.153333333333333,25.857,5.138,na,8.184,na,na,25.857,L12,CS91,1,0,0,0,2,1
461,7.131357142857143,5.84,8.099875,6.439333333333333,15.102666666666666,5.240666666666667,na,na,3.8981999999999997,L12,cs39,3,3,0,0,3,5
462,37.19788888888889,17.889,46.852333333333334,15.173,47.44766666666666,23.321,na,na,46.257,L22,CS130,1,3,0,0,2,3
463,18.9145,na,18.9145,na,na,na,18.9145,na,na,M12,cs62,0,0,0,2,0,0
464,24.636333333333333,8.066,27.950400000000002,na,31.356,8.066,na,na,22.842,M21,cs87,1,3,0,0,0,2
465,37.83558333333333,20.464333333333332,55.206833333333336,13.51975,79.41925,na,6.782,34.3535,na,L21,cs79,0,4,2,2,4,0
466,28.523833333333332,23.531,31.02025,na,20.578,7.754,44.824,39.308,29.3395,L41,cs96,1,1,1,1,0,2
467,10.33359090909091,9.573166666666665,11.2461,8.93275,16.97125,7.8135,7.63025,11.97325,7.0275,L31,cs83,4,4,4,4,4,2
468,3.2476666666666665,3.2476666666666665,na,na,na,na,na,3.2476666666666665,na,L11,test,0,0,3,0,0,0
469,26.646833333333333,5.932,30.7898,5.932,26.482,na,na,na,33.66166666666666,L22,cs120,0,2,0,0,1,3
470,15.322142857142858,8.767,20.2385,7.3105,18.5525,11.68,na,na,21.9245,M12,CS135,1,2,0,0,2,2
471,3.703,3.703,na,5.123666666666667,na,1.572,na,na,na,M11,cs53,2,0,0,0,3,0
472,5.151,4.617666666666667,6.751,9.893,6.751,1.98,na,na,na,M12,cs64,2,1,0,0,1,0
473,22.15369696969697,22.831842105263156,21.23335714285714,22.611833333333333,21.751,49.17025,12.350428571428571,11.272555555555554,41.27,M31,cs107,4,4,9,7,6,3
474,16.87788888888889,22.578,5.477666666666667,na,na,22.578,3.905,na,6.264,L41,test,6,0,0,1,0,2
475,15.60778947368421,7.692090909090909,26.491875,10.070285714285713,51.89066666666666,3.53025,0.991,na,13.818,M12,cs26,4,3,0,1,7,4
476,6.16325,3.572,7.027,na,17.172,3.572,na,na,1.9545,M12,cs63,1,1,0,0,0,2
477,32.062,22.4724,56.036,22.4724,56.036,na,na,na,na,M41,cs84,0,2,0,0,5,0
478,7.603,2.935,9.937,na,6.124,2.935,na,na,13.75,M32,cs125,1,1,0,0,0,1
479,19.209222222222223,9.817,23.90533333333333,7.154,20.432,15.143,na,na,27.378666666666668,M42,cs96,1,3,0,0,2,3
480,4.4685,4.4685,na,4.4685,na,na,na,na,na,M21,cs14,0,0,0,0,2,0
481,15.546181818181818,3.6735,29.793400000000002,2.76,25.9825,3.6335,na,4.747,32.334,M42,CS95,4,2,1,0,1,3
482,0.717,0.717,na,0.717,na,na,na,na,na,L22,test6,0,0,0,0,1,0
483,3.51625,3.6463333333333336,3.126,2.635,3.126,5.669,na,na,na,M22,cs28,1,1,0,0,2,0
484,11.483,11.483,na,na,na,11.483,na,na,na,M11,test6,1,0,0,0,0,0
485,19.713428571428572,5.003,22.165166666666668,na,29.287,5.003,2.56,na,21.285,L21,cs34,1,3,0,1,0,2
486,7.660636363636364,5.676769230769231,10.526222222222223,2.29,7.1795,9.255166666666666,13.3,2.84925,11.1795,M11,cs39,6,2,4,1,3,6
487,8.292,na,8.292,na,na,na,na,na,8.292,M12,cs30,0,0,0,0,0,1
488,9.6,na,9.6,na,10.4255,na,na,na,7.949,M42,cs42,0,2,0,0,0,1
489,5.6745,7.362,3.987,na,na,7.362,na,na,3.987,L31,stefano1,1,0,0,0,0,1
490,15.40409090909091,12.059,19.418200000000002,6.397,20.7505,12.657666666666666,na,21.587,18.53,M12,CS99,3,2,1,0,2,3
491,5.032,3.944,5.6848,3.43,6.435333333333333,4.201,na,na,4.559,L42,cs117,2,3,0,0,1,2
492,13.714,6.624181818181818,20.213,7.8793999999999995,32.9612,4.49125,8.323,7.752,12.220799999999999,M41,cs24,4,5,2,2,5,5
493,13.520833333333334,3.1555,18.7035,2.548,29.245,na,na,3.763,15.189666666666666,L11,cs133,0,1,1,0,1,3
494,0.627,na,0.627,na,na,na,na,na,0.627,M22,test6,0,0,0,0,0,1
495,24.086,4.648,43.524,4.648,na,na,na,na,43.524,L22,cs28,0,0,0,0,1,1
496,12.6708125,5.64125,19.700375,2.029,25.4955,9.2535,na,na,13.90525,M42,cs24,4,4,0,0,4,4
497,14.9005,11.407166666666667,18.393833333333333,8.2195,21.08725,15.323666666666666,na,6.033,13.007,L41,cs127,3,4,1,0,2,2
498,6.1825,6.751,5.614,6.751,5.614,na,na,na,na,L41,stefano1,0,1,0,0,1,0
499,21.266,22.41166666666667,20.12033333333333,na,na,30.316,23.444,6.603,18.4585,L21,cs29,2,0,1,1,0,2
500,16.46366666666667,12.64725,24.0965,8.8295,na,18.39,na,14.54,24.0965,L12,CS99,1,0,1,0,2,2
501,34.99,6.848,49.061,na,51.0145,6.848,na,na,47.1075,L31,CS114,2,2,0,0,0,2
502,6.391222222222223,7.072,5.54025,7.072,5.54025,na,na,na,na,L11,cs64,0,4,0,0,5,0
503,14.592,12.3335,16.8505,12.3335,15.032,na,na,na,18.669,L21,cs09,0,1,0,0,2,1
504,29.304375,33.624199999999995,22.104666666666667,33.201,na,62.255,18.596,5.205,23.859,L21,cs06,2,0,2,1,1,2
505,5.460076923076923,4.422,6.349857142857143,4.67425,4.32,3.9175,6.448,na,8.347,L11,cs39,2,3,0,1,4,3
506,9.550285714285714,6.700333333333333,11.68775,7.055,9.3005,5.991,na,na,14.075,L31,cs59,1,2,0,0,2,2
507,4.867,na,4.867,na,4.867,na,na,na,na,L32,test6,0,1,0,0,0,0
508,32.914833333333334,41.723,31.153200000000002,na,37.4985,41.723,5.772,na,na,M32,cs107,1,4,0,1,0,0
509,8.759833333333335,6.241666666666667,11.278,4.0435,9.056,10.638,na,na,12.389,M12,cs137,1,1,0,0,2,2
510,10.786777777777777,6.936333333333333,12.712,5.932,25.7385,7.4385,na,na,6.19875,M42,cs38,2,2,0,0,1,4
511,30.948,6.961,35.745400000000004,6.961,24.1765,na,na,na,43.458,L22,cs65,0,2,0,0,1,3
512,10.890875,9.7395,12.04225,5.173,11.147,11.261666666666667,na,na,12.9375,L31,cs68,3,2,0,0,1,2
513,16.195916666666665,12.001833333333334,20.39,6.357,11.425666666666666,14.82425,na,na,29.354333333333333,M11,CS135,4,3,0,0,2,3
514,21.012833333333333,8.834,27.10225,na,38.451,8.834,na,na,15.7535,M12,cs04,2,2,0,0,0,2
515,4.5238000000000005,3.0075,5.534666666666667,4.335,1.652,1.68,na,na,7.476,M41,cs22,1,1,0,0,1,2
516,9.71475,6.222571428571428,14.6038,6.534,18.436666666666667,5.989,na,na,8.8545,M12,CS115,4,3,0,0,3,2
517,47.837,na,47.837,na,na,na,na,na,47.837,L41,cs71,0,0,0,0,0,1
518,6.389285714285714,4.4025,9.038333333333334,5.725666666666667,17.877,4.311,na,0.799,4.619,L21,cs56,4,2,1,0,3,4
519,6.220125,7.23475,5.2055,7.811333333333333,4.835,5.505,na,na,5.576,L12,cs61,1,2,0,0,3,2
520,44.052,77.902,32.76866666666666,na,32.76866666666666,77.902,na,na,na,M32,cs15,1,3,0,0,0,0
521,5.820857142857143,7.77525,3.215,2.931,3.7655,9.39,na,na,2.114,M11,cs64,3,2,0,0,1,1
522,4.170428571428571,5.889,3.483,8.607,2.303,3.171,na,na,4.269666666666667,M12,cs133,1,2,0,0,1,3
523,35.73763636363636,33.176833333333335,38.8106,na,64.7295,36.49466666666667,5.268,29.859,29.663,L22,cs66,3,2,3,1,0,2
524,10.384,na,10.384,na,na,na,na,na,10.384,M31,cs68,0,0,0,0,0,2
525,0.546,na,0.546,na,0.546,na,na,na,na,L12,stefano1,0,1,0,0,0,0
526,6.616818181818182,4.8162,8.117333333333333,3.754,6.527,6.4095,na,na,9.707666666666666,M41,cs127,2,3,0,0,3,3
527,4.593666666666667,1.628,6.0765,na,6.0765,1.628,na,na,na,L42,cs49,1,2,0,0,0,0
528,14.3478,9.2545,17.743333333333332,12.101,33.379,6.408,na,na,9.9255,L31,cs111,1,1,0,0,1,2
529,15.347,19.363,12.669666666666666,29.13,20.057,9.596,na,na,8.976,M31,cs20,1,1,0,0,1,2
530,8.2147,2.388,14.0414,2.6225,17.84166666666667,2.2316666666666665,na,na,8.341,L22,cs56,3,3,0,0,2,2
531,5.0165,8.706,1.327,na,na,8.706,na,na,1.327,M41,cs124,1,0,0,0,0,1
532,12.99157142857143,7.93925,19.728,8.4375,16.13,7.441,na,na,26.924,L41,cs37,2,2,0,0,2,1
533,11.738333333333333,2.929625,21.80542857142857,2.452,26.94833333333333,3.7256666666666667,na,na,17.94825,L22,cs54,3,3,0,0,5,4
534,7.75325,3.6315,11.875,4.755,18.85,2.508,na,na,4.9,M12,cs03,1,1,0,0,1,1
535,8.677857142857142,2.648,13.20025,1.768,7.181,3.088,na,na,19.2195,M41,cs50,2,2,0,0,1,2
536,9.282181818181819,11.896,7.104,na,10.763,11.896,na,na,6.372199999999999,M32,cs32,5,1,0,0,0,5
537,18.03969230769231,12.445,22.83514285714286,10.623,20.7445,13.356,na,na,25.622666666666667,L11,CS115,4,4,0,0,2,3
538,17.03009090909091,5.338166666666667,31.0604,6.289,25.101,4.86275,na,na,39.9995,L42,cs84,4,3,0,0,2,2
539,11.810615384615385,3.8348333333333335,18.647,4.67,10.091,3.41725,na,na,25.064,L21,cs54,4,3,0,0,2,4
540,30.702166666666667,4.629,35.9168,4.629,50.958,na,4.447,na,36.6105,M42,cs86,0,2,0,1,1,2
541,9.685,5.0678,32.771,na,na,6.132,na,0.811,32.771,M11,teststefano,4,0,1,0,0,1
542,21.6115,20.279,22.944,na,22.944,20.279,na,na,na,L31,cs82,2,2,0,0,0,0
543,10.409222222222223,7.476,16.275666666666666,na,na,4.61575,na,13.1965,16.275666666666666,M21,CS103,4,0,2,0,0,3
544,3.9755,4.88,3.071,4.88,na,na,na,na,3.071,L22,stefano1,0,0,0,0,1,1
545,19.36611111111111,19.98466666666667,18.129,22.50275,20.206,14.9485,na,na,17.0905,L41,CS119,2,1,0,0,4,2
546,4.398333333333333,1.07,6.0625,na,na,1.07,na,na,6.0625,M22,teststefano,1,0,0,0,0,2
547,13.05890909090909,11.033166666666666,15.489799999999999,13.061,19.85533333333333,23.425,2.274,5.550666666666667,15.609,M21,cs09,1,3,3,1,2,1
548,3.054,5.278,0.83,na,na,5.278,na,na,0.83,L11,TestRyan,1,0,0,0,0,1
549,5.246,3.8335714285714286,6.893833333333333,4.887666666666667,5.836666666666667,3.043,na,na,7.951,M32,cs67,4,3,0,0,3,3
550,8.2235,9.54,6.907,na,na,9.54,na,na,6.907,M11,CS105,1,0,0,0,0,1
551,11.564,3.271,13.63725,2.318,24.999333333333333,4.224,5.981,na,7.379333333333333,M31,cs35,1,3,0,2,1,3
552,16.364,6.502333333333333,28.198,5.8055,38.20033333333333,6.85075,na,na,13.1945,M42,cs84,4,3,0,0,2,2
553,5.042428571428571,5.890333333333333,4.4065,5.967,3.394,5.852,na,na,5.419,L42,cs41,2,2,0,0,1,2
554,15.328181818181818,4.08025,21.75557142857143,3.6566666666666667,31.1215,5.351,na,na,9.267666666666667,M21,CS120,1,4,0,0,3,3
555,16.244470588235295,15.470818181818181,17.66283333333333,20.4805,24.483,9.472,na,9.450666666666667,16.2988,M42,CS119,2,1,3,0,6,5
556,24.71,20.9192,28.500799999999998,12.1985,39.96333333333334,38.6355,5.087,2.928,17.527,L31,CS98,2,3,1,1,2,1
557,24.35095833333333,25.7195,22.98241666666667,21.964599999999997,35.78675,45.31825,3.499,5.846,29.6615,L12,cs26,4,4,3,4,5,4
558,7.5985555555555555,7.885,7.025666666666667,4.649,6.8215,9.503,na,na,7.434,M22,cs55,4,2,0,0,2,1
559,15.112,na,15.112,na,17.115,na,na,na,13.109,L21,cs31,0,1,0,0,0,1
560,4.677333333333333,5.7995,4.11625,5.7995,2.794,na,4.922,na,3.827,L21,cs14,0,1,0,2,2,1
561,3.25725,4.075333333333334,0.803,6.821,na,2.7025,na,na,0.803,M11,cs133,2,0,0,0,1,1
562,17.47733333333333,23.405,14.5135,na,14.5135,23.405,na,na,na,L32,cs58,1,2,0,0,0,0
563,17.02642857142857,12.151875,23.52583333333333,12.092,9.648,7.89125,na,17.852666666666668,30.46475,L31,cs110,4,2,3,0,1,4
564,15.838333333333335,9.00225,21.3072,10.492,21.560333333333332,8.033,na,9.451,20.9275,L21,cs69,2,3,1,0,1,2
565,14.289,na,14.289,na,20.916,na,na,na,7.662,M31,cs08,0,1,0,0,0,1
